day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-10-01,-0.09368566481455695,0.9242986967693136,0.1417831199144845,0.4371930315812697,4.0
2025-10-02,-0.8016772251933622,1.0,-0.6759424256270119,1.0,1.0
2025-10-03,0.7071067811865476,1.0,0.7071067811865475,1.0,1.0
2025-10-04,-0.401285245001091,0.6966541913293129,0.7763801336376585,0.22452359154645615,2.0
2025-10-07,-0.033600972647736704,0.9524810487726304,-0.08780254765112538,0.8758284463008686,2.0
2025-10-08,-0.35355339059327373,0.49999999999999994,0.35355339059327395,0.5000000000000002,2.0
2025-10-09,-0.6,1.0,0.6,1.0,1.0
2025-10-10,-0.08834014287769869,0.6461508225524428,-0.35499109144120783,0.8445092966012068,24.0
2025-10-11,-0.021428571428571432,1.0,0.3464285714285714,1.0,1.0
2025-10-12,-0.4274933297291644,0.7545635310240791,-0.10457412320132366,0.5327624495044253,3.0
2025-10-13,0.16460858328489858,0.8211098920890335,0.22802513870806132,0.8159790957793613,9.0
2025-10-14,-0.7784111534787765,0.12350279561194714,0.3741368567917566,0.5767208264441458,3.0
2025-10-15,0.09096237761017643,0.3853733442310556,0.18976226034117047,0.7901413119034701,12.0
2025-10-16,0.26616246382688086,1.3518464178272422,-0.09634665064300746,0.8976378610619362,8.0
2025-10-17,0.21498765994195168,0.8765796680500513,-0.43079402159825747,0.8958825650954562,9.0
2025-10-18,0.8598894738934479,1.1543894872189,0.513054765654516,1.2622586100258155,3.0
2025-10-19,-0.5263550823667392,0.9490660763539294,0.16145808816136806,0.5284842612783278,4.0
2025-10-20,-0.7611190007711394,0.8461001702139215,0.42253854136913316,1.188706753949748,6.0
2025-10-21,0.7339585027674025,0.4973851218729216,0.034056630840193405,0.7333626382327715,5.0
2025-10-22,-0.6964420204092894,0.32549308396930887,0.22604169262436358,0.8139902207988813,4.0
2025-10-23,0.24387706923833088,1.1385740299914624,0.1548176704533935,0.773082743599391,6.0
2025-10-24,0.13363674034960393,1.1508212013951633,-0.035593402061326516,1.3118450152338048,6.0
2025-10-25,0.28471099965442775,0.6235508035790448,-0.5792957763754004,0.5874150696370561,5.0
2025-10-26,0.7071067811865477,1.0,0.7071067811865476,1.0,1.0
2025-10-27,0.10412150115667582,0.6326721900891032,-0.41527060378983466,0.40434920394064555,14.0
